Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,USDA1021,WSM1022
group_1280,,hypothetical protein,1,1,1.0,1,3330,,,,777,777,777.0,USDA1021_01412,
group_1279,,hypothetical protein,1,1,1.0,1,3328,,,,777,777,777.0,USDA1021_00277,
gno_2,gno_2,Gluconate 5-dehydrogenase,1,1,1.0,1,3321,,,,780,780,780.0,USDA1021_04415,
group_1276,,hypothetical protein,1,1,1.0,1,3319,,,,780,780,780.0,USDA1021_04040,
group_1275,,hypothetical protein,1,1,1.0,1,3318,,,,780,780,780.0,USDA1021_03918,
group_1274,,hypothetical protein,1,1,1.0,1,3317,,,,780,780,780.0,USDA1021_03712,
group_1272,,hypothetical protein,1,1,1.0,1,3308,,,,780,780,780.0,USDA1021_00254,
group_1271,,hypothetical protein,1,1,1.0,1,3307,,,,783,783,783.0,,WSM1022_04594
argT_2,argT_2,Lysine/arginine/ornithine-binding periplasmic protein,1,1,1.0,1,3302,,,,783,783,783.0,USDA1021_03615,
group_1267,,hypothetical protein,1,1,1.0,1,3294,,,,786,786,786.0,USDA1021_06686,
group_1261,,IS256 family transposase ISPebe1,1,1,1.0,1,3281,,,,789,789,789.0,,WSM1022_04539
group_1260,,hypothetical protein,1,1,1.0,1,3280,,,,789,789,789.0,,WSM1022_00698
group_1259,,hypothetical protein,1,1,1.0,1,3279,,,,789,789,789.0,USDA1021_06689,
argT_3,argT_3,Lysine/arginine/ornithine-binding periplasmic protein,1,1,1.0,1,3274,,,,789,789,789.0,USDA1021_03627,
group_1253,,hypothetical protein,1,1,1.0,1,3267,,,,792,792,792.0,,WSM1022_06280
group_1252,,hypothetical protein,1,1,1.0,1,3266,,,,792,792,792.0,,WSM1022_04818
group_1251,,hypothetical protein,1,1,1.0,1,3265,,,,792,792,792.0,,WSM1022_04815
group_1250,,hypothetical protein,1,1,1.0,1,3264,,,,792,792,792.0,,WSM1022_04796
artM_2,artM_2,Arginine transport ATP-binding protein ArtM,1,1,1.0,1,3263,,,,792,792,792.0,,WSM1022_04735
group_1249,,hypothetical protein,1,1,1.0,1,3262,,,,792,792,792.0,,WSM1022_04557
group_1248,,hypothetical protein,1,1,1.0,1,3261,,,,792,792,792.0,,WSM1022_03780
group_1247,,IS630 family transposase ISBj5,1,1,1.0,1,3260,,,,792,792,792.0,,WSM1022_01524
fliY_3,fliY_3,L-cystine-binding protein FliY,1,1,1.0,1,3253,,,,792,792,792.0,USDA1021_03827,
group_1242,,hypothetical protein,1,1,1.0,1,3246,,,,795,795,795.0,,WSM1022_06231
pldht,pldh-t,Pyridoxal 4-dehydrogenase,1,1,1.0,1,3244,,,,795,795,795.0,,WSM1022_03623
group_1237,,hypothetical protein,1,1,1.0,1,3235,,,,795,795,795.0,USDA1021_02577,
group_1236,,hypothetical protein,1,1,1.0,1,3232,,,,795,795,795.0,USDA1021_01636,
catD_1,catD_1,3-oxoadipate enol-lactonase 2,1,1,1.0,1,3228,,,,798,798,798.0,,WSM1022_04791
fpuD,fpuD,Petrobactin import ATP-binding protein FpuD,1,1,1.0,1,3227,,,,798,798,798.0,,WSM1022_04043
frcA_6,frcA_6,Fructose import ATP-binding protein FrcA,1,1,1.0,1,3226,,,,798,798,798.0,,WSM1022_04037
group_1231,,hypothetical protein,1,1,1.0,1,3222,,,,798,798,798.0,USDA1021_04546,
group_1230,,hypothetical protein,1,1,1.0,1,3221,,,,798,798,798.0,USDA1021_04034,
group_1229,,hypothetical protein,1,1,1.0,1,3220,,,,798,798,798.0,USDA1021_03941,
group_1228,,hypothetical protein,1,1,1.0,1,3217,,,,801,801,801.0,,WSM1022_06353
panB_2,panB_2,3-methyl-2-oxobutanoate hydroxymethyltransferase,1,1,1.0,1,3216,,,,801,801,801.0,,WSM1022_06294
group_1227,,hypothetical protein,1,1,1.0,1,3215,,,,801,801,801.0,,WSM1022_04798
group_1226,,hypothetical protein,1,1,1.0,1,3214,,,,801,801,801.0,,WSM1022_04776
group_1225,occP_2,Octopine permease ATP-binding protein P,1,1,1.0,1,3213,,,,801,801,801.0,,WSM1022_04567
group_1224,,hypothetical protein,1,1,1.0,1,3212,,,,801,801,801.0,,WSM1022_03772
group_1223,,hypothetical protein,1,1,1.0,1,3211,,,,801,801,801.0,,WSM1022_01971
group_1222,,hypothetical protein,1,1,1.0,1,3209,,,,801,801,801.0,USDA1021_06088,
group_1220,,hypothetical protein,1,1,1.0,1,3204,,,,801,801,801.0,USDA1021_03935,
group_1218,,hypothetical protein,1,1,1.0,1,3196,,,,804,804,804.0,,WSM1022_06193
group_1216,,hypothetical protein,1,1,1.0,1,3194,,,,804,804,804.0,USDA1021_06086,
occP_2,occP_2,Octopine permease ATP-binding protein P,1,1,1.0,1,3191,,,,804,804,804.0,USDA1021_03614,
bdhA_1,bdhA_1,D-beta-hydroxybutyrate dehydrogenase,1,1,1.0,1,3190,,,,804,804,804.0,USDA1021_03611,
group_1213,,IS3 family transposase ISRle5,1,1,1.0,1,3189,,,,804,804,804.0,USDA1021_03495,
group_1209,,hypothetical protein,1,1,1.0,1,3182,,,,807,807,807.0,,WSM1022_04819
nadK_2,nadK_2,NAD kinase,1,1,1.0,1,3181,,,,807,807,807.0,,WSM1022_04578
group_1206,,hypothetical protein,1,1,1.0,1,3175,,,,807,807,807.0,USDA1021_04741,
ku_1,ku_1,Non-homologous end joining protein Ku,1,1,1.0,1,3174,,,,807,807,807.0,USDA1021_03875,
group_1203,,hypothetical protein,1,1,1.0,1,3166,,,,810,810,810.0,,WSM1022_04345
group_1200,,IS30 family transposase ISRle2,1,1,1.0,1,3161,,,,810,810,810.0,USDA1021_03905,
argT_4,argT_4,Lysine/arginine/ornithine-binding periplasmic protein,1,1,1.0,1,3160,,,,810,810,810.0,USDA1021_03821,
group_1199,virB9_1,Type IV secretion system protein virB9,1,1,1.0,1,3159,,,,810,810,810.0,USDA1021_03435,
group_1195,,hypothetical protein,1,1,1.0,1,3152,,,,810,810,810.0,USDA1021_01413,
group_1192,,hypothetical protein,1,1,1.0,1,3147,,,,813,813,813.0,,WSM1022_04772
group_1191,,hypothetical protein,1,1,1.0,1,3146,,,,813,813,813.0,,WSM1022_02790
tll,tll,dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(+)),1,1,1.0,1,3145,,,,813,813,813.0,,WSM1022_01878
group_1190,cheB_4,Protein-glutamate methylesterase/protein-glutamine glutaminase,1,1,1.0,1,3144,,,,813,813,813.0,USDA1021_06785,
group_1182,,hypothetical protein,1,1,1.0,1,3125,,,,816,816,816.0,,WSM1022_04783
group_1181,,hypothetical protein,1,1,1.0,1,3124,,,,816,816,816.0,,WSM1022_01529
group_1177,,hypothetical protein,1,1,1.0,1,3112,,,,819,819,819.0,,WSM1022_04426
nirQ,nirQ,Denitrification regulatory protein NirQ,1,1,1.0,1,3111,,,,819,819,819.0,,WSM1022_04340
group_1174,,hypothetical protein,1,1,1.0,1,3108,,,,819,819,819.0,USDA1021_06108,
group_1172,,IS21 family transposase ISPpu7,1,1,1.0,1,3103,,,,819,819,819.0,USDA1021_03605,
group_1169,,hypothetical protein,1,1,1.0,1,3095,,,,822,822,822.0,,WSM1022_04795
group_1168,,hypothetical protein,1,1,1.0,1,3094,,,,822,822,822.0,,WSM1022_03806
neo_1,neo_1,Aminoglycoside 3'-phosphotransferase,1,1,1.0,1,3093,,,,822,822,822.0,,WSM1022_02339
dkgB_2,dkgB_2,25-diketo-D-gluconic acid reductase B,1,1,1.0,1,3089,,,,822,822,822.0,USDA1021_04409,
group_1166,,hypothetical protein,1,1,1.0,1,3085,,,,822,822,822.0,USDA1021_01378,
cpo_5,cpo_5,Non-heme chloroperoxidase,1,1,1.0,1,3077,,,,825,825,825.0,USDA1021_04753,
dppC_5,dppC_5,Dipeptide transport system permease protein DppC,1,1,1.0,1,3061,,,,828,828,828.0,USDA1021_04555,
group_1154,,hypothetical protein,1,1,1.0,1,3047,,,,831,831,831.0,,WSM1022_04825
group_1153,,hypothetical protein,1,1,1.0,1,3046,,,,831,831,831.0,,WSM1022_04391
group_1146,,hypothetical protein,1,1,1.0,1,3032,,,,834,834,834.0,USDA1021_05043,
mltF_3,mltF_3,Membrane-bound lytic murein transglycosylase F,1,1,1.0,1,3030,,,,834,834,834.0,USDA1021_03972,
nimR_1,nimR_1,HTH-type transcriptional regulator NimR,1,1,1.0,1,3014,,,,837,837,837.0,USDA1021_03726,
group_1135,,hypothetical protein,1,1,1.0,1,3008,,,,840,840,840.0,,WSM1022_06213
frlC,frlC,Fructoselysine 3-epimerase,1,1,1.0,1,3007,,,,840,840,840.0,,WSM1022_04730
group_1134,,hypothetical protein,1,1,1.0,1,3006,,,,840,840,840.0,,WSM1022_01518
sadH,sadH,Putative oxidoreductase SadH,1,1,1.0,1,3000,,,,840,840,840.0,USDA1021_03749,
group_1131,,hypothetical protein,1,1,1.0,1,2991,,,,843,843,843.0,,WSM1022_01877
group_1126,,hypothetical protein,1,1,1.0,1,2983,,,,843,843,843.0,USDA1021_03835,
group_1125,,hypothetical protein,1,1,1.0,1,2982,,,,843,843,843.0,USDA1021_03741,
group_1122,,hypothetical protein,1,1,1.0,1,2977,,,,843,843,843.0,USDA1021_00358,
group_1120,,hypothetical protein,1,1,1.0,1,2975,,,,846,846,846.0,,WSM1022_04737
group_1119,,hypothetical protein,1,1,1.0,1,2973,,,,846,846,846.0,USDA1021_06716,
glnH_2,glnH_2,ABC transporter glutamine-binding protein GlnH,1,1,1.0,1,2968,,,,846,846,846.0,USDA1021_03889,
group_1116,,IS481 family transposase ISRm20,1,1,1.0,1,2965,,,,846,846,846.0,USDA1021_00458,
occT,occT,Octopine-binding periplasmic protein,1,1,1.0,1,2961,,,,849,849,849.0,,WSM1022_04561
group_1110,,hypothetical protein,1,1,1.0,1,2952,,,,852,852,852.0,,WSM1022_03761
group_1109,,hypothetical protein,1,1,1.0,1,2951,,,,852,852,852.0,,WSM1022_01886
group_1105,,putative oxidoreductase,1,1,1.0,1,2947,,,,852,852,852.0,USDA1021_03765,
group_1101,,hypothetical protein,1,1,1.0,1,2932,,,,858,858,858.0,USDA1021_06647,
group_1098,,hypothetical protein,1,1,1.0,1,2926,,,,858,858,858.0,USDA1021_04417,
glmU_3,glmU_3,Bifunctional protein GlmU,1,1,1.0,1,2918,,,,861,861,861.0,,WSM1022_04591
group_1096,sugB_2,Trehalose transport system permease protein SugB,1,1,1.0,1,2917,,,,861,861,861.0,,WSM1022_02505
group_1095,,hypothetical protein,1,1,1.0,1,2916,,,,861,861,861.0,USDA1021_06101,
group_1092,,hypothetical protein,1,1,1.0,1,2908,,,,864,864,864.0,,WSM1022_02686
group_1091,,hypothetical protein,1,1,1.0,1,2902,,,,864,864,864.0,USDA1021_03851,
group_1087,,hypothetical protein,1,1,1.0,1,2892,,,,867,867,867.0,USDA1021_05629,
group_1086,,hypothetical protein,1,1,1.0,1,2891,,,,867,867,867.0,USDA1021_05556,
group_1083,,hypothetical protein,1,1,1.0,1,2881,,,,870,870,870.0,USDA1021_06092,
group_1082,,hypothetical protein,1,1,1.0,1,2879,,,,870,870,870.0,USDA1021_04762,
group_1081,,hypothetical protein,1,1,1.0,1,2877,,,,870,870,870.0,USDA1021_03441,
group_1080,,hypothetical protein,1,1,1.0,1,2875,,,,870,870,870.0,USDA1021_01374,
group_1077,,IS256 family transposase ISRm5,1,1,1.0,1,2870,,,,873,873,873.0,USDA1021_06712,
group_1074,,hypothetical protein,1,1,1.0,1,2861,,,,876,876,876.0,,WSM1022_04545
group_1073,,hypothetical protein,1,1,1.0,1,2860,,,,876,876,876.0,,WSM1022_01968
group_1072,,hypothetical protein,1,1,1.0,1,2859,,,,876,876,876.0,,WSM1022_01527
rhaR_8,rhaR_8,HTH-type transcriptional activator RhaR,1,1,1.0,1,2852,,,,876,876,876.0,USDA1021_04822,
group_1068,,hypothetical protein,1,1,1.0,1,2849,,,,876,876,876.0,USDA1021_04116,
group_1063,,hypothetical protein,1,1,1.0,1,2837,,,,879,879,879.0,,WSM1022_06198
dapA_2,dapA_2,4-hydroxy-tetrahydrodipicolinate synthase,1,1,1.0,1,2833,,,,879,879,879.0,USDA1021_03976,
gcvA_6,gcvA_6,Glycine cleavage system transcriptional activator,1,1,1.0,1,2832,,,,879,879,879.0,USDA1021_03734,
group_1062,,hypothetical protein,1,1,1.0,1,2831,,,,879,879,879.0,USDA1021_03542,
virB9_1,virB9_1,Protein virB9,1,1,1.0,1,2822,,,,882,882,882.0,,WSM1022_03868
dasC_2,dasC_2,Diacetylchitobiose uptake system permease protein DasC,1,1,1.0,1,2821,,,,882,882,882.0,,WSM1022_02787
group_1056,,IS21 family transposase ISRel3,1,1,1.0,1,2813,,,,882,882,882.0,USDA1021_03720,
group_1055,,hypothetical protein,1,1,1.0,1,2812,,,,882,882,882.0,USDA1021_03541,
group_1053,ddpC_3,putative DD-dipeptide transport system permease protein DdpC,1,1,1.0,1,2802,,,,885,885,885.0,,WSM1022_04553
group_1052,,hypothetical protein,1,1,1.0,1,2801,,,,885,885,885.0,,WSM1022_03927
traC,traC,DNA primase TraC,1,1,1.0,1,2791,,,,885,885,885.0,USDA1021_03588,
group_1047,,hypothetical protein,1,1,1.0,1,2781,,,,885,885,885.0,USDA1021_00609,
frlD_2,frlD_2,Fructosamine kinase FrlD,1,1,1.0,1,2778,,,,888,888,888.0,,WSM1022_04739
thrB_3,thrB_3,Homoserine kinase,1,1,1.0,1,2777,,,,888,888,888.0,,WSM1022_04590
group_1046,,hypothetical protein,1,1,1.0,1,2775,,,,888,888,888.0,,WSM1022_03874
group_1045,,hypothetical protein,1,1,1.0,1,2774,,,,888,888,888.0,,WSM1022_03866
group_1044,lacF_2,Lactose transport system permease protein LacF,1,1,1.0,1,2773,,,,888,888,888.0,,WSM1022_02788
group_1043,,hypothetical protein,1,1,1.0,1,2772,,,,888,888,888.0,,WSM1022_01494
group_1042,,hypothetical protein,1,1,1.0,1,2771,,,,888,888,888.0,USDA1021_06723,
garR_3,garR_3,2-hydroxy-3-oxopropionate reductase,1,1,1.0,1,2763,,,,888,888,888.0,USDA1021_03833,
syrM1_1,syrM1_1,HTH-type transcriptional regulator SyrM 1,1,1,1.0,1,2762,,,,888,888,888.0,USDA1021_03758,
group_1038,,hypothetical protein,1,1,1.0,1,2761,,,,888,888,888.0,USDA1021_03730,
group_1035,,hypothetical protein,1,1,1.0,1,2749,,,,891,891,891.0,,WSM1022_04595
group_1034,potB_3,Spermidine/putrescine transport system permease protein PotB,1,1,1.0,1,2748,,,,891,891,891.0,,WSM1022_04425
group_1029,,hypothetical protein,1,1,1.0,1,2739,,,,891,891,891.0,USDA1021_03769,
group_1023,,IS66 family transposase ISRel15,1,1,1.0,1,2725,,,,894,894,894.0,USDA1021_06710,
group_1022,,hypothetical protein,1,1,1.0,1,2724,,,,894,894,894.0,USDA1021_06113,
dmlR_10,dmlR_10,HTH-type transcriptional regulator DmlR,1,1,1.0,1,2721,,,,894,894,894.0,USDA1021_04853,
hdfR_5,hdfR_5,HTH-type transcriptional regulator HdfR,1,1,1.0,1,2718,,,,894,894,894.0,USDA1021_04188,
pgrR_10,pgrR_10,HTH-type transcriptional regulator PgrR,1,1,1.0,1,2717,,,,894,894,894.0,USDA1021_04038,
pgrR_9,pgrR_9,HTH-type transcriptional regulator PgrR,1,1,1.0,1,2716,,,,894,894,894.0,USDA1021_03990,
group_1021,,hypothetical protein,1,1,1.0,1,2715,,,,894,894,894.0,USDA1021_03871,
group_1018,,hypothetical protein,1,1,1.0,1,2710,,,,897,897,897.0,USDA1021_06116,
dppC_3,dppC_3,Dipeptide transport system permease protein DppC,1,1,1.0,1,2703,,,,897,897,897.0,USDA1021_03856,
group_1016,,hypothetical protein,1,1,1.0,1,2702,,,,897,897,897.0,USDA1021_03760,
group_1013,,hypothetical protein,1,1,1.0,1,2692,,,,900,900,900.0,,WSM1022_06371
cmpR_1,cmpR_1,HTH-type transcriptional activator CmpR,1,1,1.0,1,2682,,,,900,900,900.0,USDA1021_03823,
dmlR_7,dmlR_7,HTH-type transcriptional regulator DmlR,1,1,1.0,1,2681,,,,900,900,900.0,USDA1021_03778,
pgrR_7,pgrR_7,HTH-type transcriptional regulator PgrR,1,1,1.0,1,2680,,,,900,900,900.0,USDA1021_03738,
group_1011,,hypothetical protein,1,1,1.0,1,2675,,,,900,900,900.0,USDA1021_00707,
group_1010,,hypothetical protein,1,1,1.0,1,2674,,,,903,903,903.0,USDA1021_06725,
group_1008,,hypothetical protein,1,1,1.0,1,2670,,,,903,903,903.0,USDA1021_06080,
group_1006,,hypothetical protein,1,1,1.0,1,2667,,,,903,903,903.0,USDA1021_04854,
group_1005,,hypothetical protein,1,1,1.0,1,2666,,,,903,903,903.0,USDA1021_03633,
group_1000,,hypothetical protein,1,1,1.0,1,2653,,,,906,906,906.0,,WSM1022_04560
group_999,,hypothetical protein,1,1,1.0,1,2652,,,,906,906,906.0,,WSM1022_01962
group_995,,putative 5-dehydro-4-deoxyglucarate dehydratase,1,1,1.0,1,2640,,,,906,906,906.0,USDA1021_03893,
kce_2,kce_2,3-keto-5-aminohexanoate cleavage enzyme,1,1,1.0,1,2639,,,,906,906,906.0,USDA1021_03613,
group_990,,hypothetical protein,1,1,1.0,1,2623,,,,909,909,909.0,USDA1021_04120,
group_986,trxB_3,Thioredoxin reductase,1,1,1.0,1,2610,,,,912,912,912.0,,WSM1022_03952
group_985,,hypothetical protein,1,1,1.0,1,2609,,,,912,912,912.0,,WSM1022_03767
group_983,,hypothetical protein,1,1,1.0,1,2600,,,,915,915,915.0,,WSM1022_04353
group_982,,hypothetical protein,1,1,1.0,1,2599,,,,915,915,915.0,,WSM1022_03621
yahB_1,yahB_1,putative HTH-type transcriptional regulator YahB,1,1,1.0,1,2591,,,,915,915,915.0,USDA1021_03761,
xerD_3,xerD_3,Tyrosine recombinase XerD,1,1,1.0,1,2590,,,,915,915,915.0,USDA1021_03642,
group_976,,hypothetical protein,1,1,1.0,1,2576,,,,921,921,921.0,,WSM1022_04417
pcm_3,pcm_3,Protein-L-isoaspartate O-methyltransferase,1,1,1.0,1,2575,,,,921,921,921.0,,WSM1022_02623
group_967,,hypothetical protein,1,1,1.0,1,2559,,,,924,924,924.0,,WSM1022_04736
group_966,,hypothetical protein,1,1,1.0,1,2558,,,,924,924,924.0,,WSM1022_03954
ligD_2,ligD_2,Multifunctional non-homologous end joining protein LigD,1,1,1.0,1,2547,,,,924,924,924.0,USDA1021_01369,
ligD_1,ligD_1,Multifunctional non-homologous end joining protein LigD,1,1,1.0,1,2544,,,,924,924,924.0,USDA1021_00328,
group_963,,hypothetical protein,1,1,1.0,1,2542,,,,927,927,927.0,,WSM1022_06368
group_962,,ISNCY family transposase ISRle10,1,1,1.0,1,2541,,,,927,927,927.0,,WSM1022_03833
group_955,,hypothetical protein,1,1,1.0,1,2526,,,,930,930,930.0,,WSM1022_06352
group_954,,IS3 family transposase ISAtu5,1,1,1.0,1,2525,,,,930,930,930.0,,WSM1022_04012
group_951,,hypothetical protein,1,1,1.0,1,2520,,,,930,930,930.0,USDA1021_03896,
mhqO_1,mhqO_1,Putative ring-cleaving dioxygenase MhqO,1,1,1.0,1,2505,,,,933,933,933.0,USDA1021_03779,
group_944,,hypothetical protein,1,1,1.0,1,2496,,,,936,936,936.0,,WSM1022_04328
group_942,,hypothetical protein,1,1,1.0,1,2487,,,,936,936,936.0,USDA1021_03934,
group_941,,hypothetical protein,1,1,1.0,1,2484,,,,936,936,936.0,USDA1021_02562,
group_939,,Delta(1)-pyrroline-2-carboxylate reductase,1,1,1.0,1,2479,,,,939,939,939.0,,WSM1022_04734
oxyR_4,oxyR_4,Hydrogen peroxide-inducible genes activator,1,1,1.0,1,2470,,,,942,942,942.0,,WSM1022_04780
sugA_3,sugA_3,Trehalose transport system permease protein SugA,1,1,1.0,1,2469,,,,942,942,942.0,,WSM1022_02506
rbsC_8,rbsC_8,Ribose import permease protein RbsC,1,1,1.0,1,2457,,,,942,942,942.0,USDA1021_04403,
gsiC_8,gsiC_8,Glutathione transport system permease protein GsiC,1,1,1.0,1,2456,,,,942,942,942.0,USDA1021_03850,
ligD_5,ligD_5,Multifunctional non-homologous end joining protein LigD,1,1,1.0,1,2443,,,,945,945,945.0,USDA1021_03874,
group_926,rbsB_2,Ribose import binding protein RbsB,1,1,1.0,1,2435,,,,948,948,948.0,,WSM1022_03133
group_922,,2-ketogluconate reductase,1,1,1.0,1,2427,,,,948,948,948.0,USDA1021_03829,
group_919,,hypothetical protein,1,1,1.0,1,2414,,,,951,951,951.0,,WSM1022_01491
group_917,,hypothetical protein,1,1,1.0,1,2407,,,,951,951,951.0,USDA1021_04057,
ala,ala,Alanine dehydrogenase,1,1,1.0,1,2406,,,,951,951,951.0,USDA1021_03817,
group_915,,hypothetical protein,1,1,1.0,1,2403,,,,951,951,951.0,USDA1021_02612,
group_913,,hypothetical protein,1,1,1.0,1,2398,,,,954,954,954.0,,WSM1022_06206
group_912,,hypothetical protein,1,1,1.0,1,2396,,,,954,954,954.0,USDA1021_06719,
nodD2_2,nodD2_2,Nodulation protein D 2,1,1,1.0,1,2390,,,,954,954,954.0,USDA1021_03736,
gsiC_7,gsiC_7,Glutathione transport system permease protein GsiC,1,1,1.0,1,2389,,,,954,954,954.0,USDA1021_03731,
group_905,,hypothetical protein,1,1,1.0,1,2376,,,,957,957,957.0,,WSM1022_05286
lsrC_3,lsrC_3,Autoinducer 2 import system permease protein LsrC,1,1,1.0,1,2375,,,,957,957,957.0,,WSM1022_04038
group_904,rbsC_7,Ribose import permease protein RbsC,1,1,1.0,1,2374,,,,957,957,957.0,,WSM1022_03627
group_903,,hypothetical protein,1,1,1.0,1,2373,,,,957,957,957.0,,WSM1022_01514
pta_2,pta_2,Phosphate acetyltransferase,1,1,1.0,1,2369,,,,957,957,957.0,USDA1021_04776,
group_898,,hypothetical protein,1,1,1.0,1,2364,,,,957,957,957.0,USDA1021_01421,
group_897,,hypothetical protein,1,1,1.0,1,2362,,,,960,960,960.0,,WSM1022_03812
group_893,,hypothetical protein,1,1,1.0,1,2357,,,,960,960,960.0,USDA1021_03737,
galE1,galE1,UDP-glucose 4-epimerase,1,1,1.0,1,2350,,,,963,963,963.0,,WSM1022_06218
vdh,vdh,Vitamin D(3) 25-hydroxylase,1,1,1.0,1,2341,,,,963,963,963.0,USDA1021_03518,
group_883,,hypothetical protein,1,1,1.0,1,2333,,,,966,966,966.0,USDA1021_04752,
rbsC_7,rbsC_7,Ribose import permease protein RbsC,1,1,1.0,1,2332,,,,966,966,966.0,USDA1021_04401,
dppB_2,dppB_2,Dipeptide transport system permease protein DppB,1,1,1.0,1,2330,,,,966,966,966.0,USDA1021_03857,
corA_2,corA_2,Cobalt/magnesium transport protein CorA,1,1,1.0,1,2329,,,,966,966,966.0,USDA1021_03512,
group_879,,hypothetical protein,1,1,1.0,1,2323,,,,969,969,969.0,,WSM1022_06363
group_878,,hypothetical protein,1,1,1.0,1,2321,,,,969,969,969.0,,WSM1022_04826
gsiC_11,gsiC_11,Glutathione transport system permease protein GsiC,1,1,1.0,1,2320,,,,969,969,969.0,,WSM1022_04554
group_872,,hypothetical protein,1,1,1.0,1,2311,,,,969,969,969.0,USDA1021_02604,
group_871,,hypothetical protein,1,1,1.0,1,2309,,,,969,969,969.0,USDA1021_01373,
group_870,,ISAs1 family transposase ISRm21,1,1,1.0,1,2308,,,,969,969,969.0,USDA1021_01260,
group_869,,hypothetical protein,1,1,1.0,1,2306,,,,969,969,969.0,USDA1021_00319,
tdcB_1,tdcB_1,L-threonine dehydratase catabolic TdcB,1,1,1.0,1,2302,,,,972,972,972.0,USDA1021_04142,
rbsC_6,rbsC_6,Ribose import permease protein RbsC,1,1,1.0,1,2301,,,,972,972,972.0,USDA1021_04056,
group_866,,hypothetical protein,1,1,1.0,1,2300,,,,972,972,972.0,USDA1021_03908,
group_864,,hypothetical protein,1,1,1.0,1,2297,,,,972,972,972.0,USDA1021_01433,
group_863,xylH_1,Xylose transport system permease protein XylH,1,1,1.0,1,2294,,,,975,975,975.0,,WSM1022_04036
group_862,,hypothetical protein,1,1,1.0,1,2293,,,,975,975,975.0,,WSM1022_03628
group_858,,hypothetical protein,1,1,1.0,1,2285,,,,975,975,975.0,USDA1021_04250,
group_856,,hypothetical protein,1,1,1.0,1,2283,,,,975,975,975.0,USDA1021_03898,
xerC_8,xerC_8,Tyrosine recombinase XerC,1,1,1.0,1,2282,,,,975,975,975.0,USDA1021_03600,
mltF_1,mltF_1,Membrane-bound lytic murein transglycosylase F,1,1,1.0,1,2281,,,,975,975,975.0,USDA1021_03426,
group_854,,hypothetical protein,1,1,1.0,1,2274,,,,978,978,978.0,,WSM1022_06207
yhbU,yhbU,putative protease YhbU,1,1,1.0,1,2273,,,,978,978,978.0,,WSM1022_04329
eryD_4,eryD_4,Erythritol catabolism regulatory protein EryD,1,1,1.0,1,2272,,,,978,978,978.0,,WSM1022_03134
acoB,acoB,Acetoin:26-dichlorophenolindophenol oxidoreductase subunit beta,1,1,1.0,1,2271,,,,978,978,978.0,,WSM1022_03129
group_850,,hypothetical protein,1,1,1.0,1,2266,,,,978,978,978.0,USDA1021_06107,
cpo_3,cpo_3,Non-heme chloroperoxidase,1,1,1.0,1,2260,,,,978,978,978.0,USDA1021_03937,
gfo,gfo,Glucose--fructose oxidoreductase,1,1,1.0,1,2242,,,,984,984,984.0,,WSM1022_04782
group_840,,hypothetical protein,1,1,1.0,1,2241,,,,984,984,984.0,,WSM1022_04685
group_839,,hypothetical protein,1,1,1.0,1,2240,,,,984,984,984.0,,WSM1022_03924
group_830,,hypothetical protein,1,1,1.0,1,2223,,,,987,987,987.0,,WSM1022_04785
group_829,,hypothetical protein,1,1,1.0,1,2222,,,,987,987,987.0,,WSM1022_04777
group_828,,hypothetical protein,1,1,1.0,1,2221,,,,987,987,987.0,,WSM1022_04764
trxB_4,trxB_4,Thioredoxin reductase,1,1,1.0,1,2220,,,,987,987,987.0,,WSM1022_04577
group_822,,hypothetical protein,1,1,1.0,1,2203,,,,990,990,990.0,,WSM1022_04769
group_820,deoR_1,Deoxyribonucleoside regulator,1,1,1.0,1,2197,,,,990,990,990.0,USDA1021_05417,
group_819,,Zinc-type alcohol dehydrogenase-like protein,1,1,1.0,1,2195,,,,990,990,990.0,USDA1021_04748,
xerC_11,xerC_11,Tyrosine recombinase XerC,1,1,1.0,1,2193,,,,990,990,990.0,USDA1021_03643,
group_816,,hypothetical protein,1,1,1.0,1,2188,,,,990,990,990.0,USDA1021_00607,
cypC,cypC,Fatty-acid peroxygenase,1,1,1.0,1,2187,,,,993,993,993.0,,WSM1022_06373
group_815,rbsC_4,Ribose import permease protein RbsC,1,1,1.0,1,2186,,,,993,993,993.0,,WSM1022_03131
group_810,,hypothetical protein,1,1,1.0,1,2175,,,,993,993,993.0,USDA1021_04096,
noc_1,noc_1,Nucleoid occlusion protein,1,1,1.0,1,2174,,,,993,993,993.0,USDA1021_03586,
group_804,,Zinc-type alcohol dehydrogenase-like protein,1,1,1.0,1,2162,,,,996,996,996.0,,WSM1022_02499
