MtrunA17r5.0-ANR gene ID	Noble reannotated genome transcript ID
MtrunA17_Chr6g0458821	Medtr6g022570.1
MtrunA17_Chr1g0164681	Medtr1g037830.1
MtrunA17_Chr7g0236121	Medtr7g056430.1
MtrunA17_Chr2g0284991	Medtr2g017955.1
MtrunA17_Chr5g0394001	Medtr5g005480.1
MtrunA17_Chr3g0088741	Medtr3g029950.1
MtrunA17_Chr6g0481261	Medtr6g478030.1
MtrunA17_Chr2g0292791	Medtr2g030740.1
MtrunA17_Chr3g0138491	Medtr3g108030.1
MtrunA17_Chr7g0271041	Medtr7g111060.1
MtrunA17_Chr4g0068781	Medtr4g122860.1
MtrunA17_Chr7g0250221	Medtr7g081210.1
MtrunA17_Chr1g0148341	Medtr1g010050.1
MtrunA17_Chr8g0357961	Medtr8g052050.1
MtrunA17_Chr8g0349781	Medtr8g031990.1
MtrunA17_Chr8g0361731	Medtr8g467490.1
MtrunA17_Chr1g0169441	Medtr1g046720.1
MtrunA17_Chr1g0190401	Medtr1g080430.1
MtrunA17_Chr8g0358921	Medtr8g461270.1
MtrunA17_Chr8g0337501	Medtr8g010040.1
MtrunA17_Chr2g0314281	Medtr2g072800.1
MtrunA17_Chr3g0109941	Medtr3g064780.1
MtrunA17_Chr5g0414771	Medtr5g036270.1
MtrunA17_Chr1g0161211	Medtr1g032070.1
MtrunA17_Chr2g0312721	Medtr2g070120.1
MtrunA17_Chr4g0028391	Medtr4g057685.1
MtrunA17_Chr6g0478581	Medtr6g069870.1
MtrunA17_Chr8g0338581	Medtr8g011490.1
MtrunA17_Chr8g0368581	Medtr1g083885.1
MtrunA17_Chr1g0194101	Medtr1g086230.1
MtrunA17_Chr4g0014851	Medtr4g033375.1
MtrunA17_Chr7g0234621	Medtr7g053160.1
MtrunA17_Chr3g0123821	Medtr3g086980.1
MtrunA17_Chr4g0001901	Medtr4g007580.1
MtrunA17_Chr3g0119421	Medtr3g080260.1
MtrunA17_Chr2g0305131	Medtr2g461190.1
MtrunA17_Chr2g0299801	Medtr2g040180.1
MtrunA17_Chr7g0258951	Medtr7g093610.1
MtrunA17_Chr6g0462221	Medtr6g033435.1
MtrunA17_Chr2g0285321	Medtr2g018540.1
MtrunA17_Chr8g0348811	Medtr8g030660.1
MtrunA17_Chr8g0337611	Medtr8g010120.1
MtrunA17_Chr8g0388671	Medtr8g099795.1
MtrunA17_Chr3g0086771	MT4Noble_015256.1
MtrunA17_Chr4g0014971	MT35v5_contig_176811_1.1
MtrunA17_Chr7g0262131	Medtr7g098590.1
MtrunA17_Chr3g0139621	Medtr3g110012.1
MtrunA17_Chr5g0412791	Medtr5g033150.1
MtrunA17_Chr3g0122521	Medtr3g085395.1
MtrunA17_Chr0c01g0489051	Medtr0055s0030.1
MtrunA17_Chr4g0037741	Medtr4g074280.1
MtrunA17_Chr4g0005281	MT35v5_contig_65646_1.1
MtrunA17_Chr6g0454391	Medtr0475s0030.1
MtrunA17_Chr7g0215391	MT35v5_AC233109_36.1
MtrunA17_Chr7g0216801	Medtr7g009580.1
MtrunA17_Chr2g0314761	Medtr2g073470.1
MtrunA17_Chr1g0154431	Medtr1g021760.1
MtrunA17_Chr5g0403791	Medtr5g019810.1
MtrunA17_Chr3g0094501	MT35v5_contig_56335_1.1
MtrunA17_Chr1g0196391	Medtr1g089600.1
MtrunA17_Chr7g0246661	Medtr7g076130.1
MtrunA17_Chr1g0198111	Medtr1g492700.1
MtrunA17_Chr8g0367041	Medtr8g067990.1
MtrunA17_Chr4g0060831	Medtr4g108710.1
MtrunA17_Chr8g0386291	Medtr8g096820.1
MtrunA17_Chr6g0468211	Medtr6g046630.1
MtrunA17_Chr7g0263101	Medtr7g100050.1
MtrunA17_Chr4g0032171	Medtr4g064887.1
MtrunA17_Chr5g0438111	Medtr5g083980.1
MtrunA17_Chr6g0473191	Medtr6g460640.1
MtrunA17_Chr4g0008881	Medtr4g019990.1
MtrunA17_Chr3g0126871	Medtr3g091550.1
MtrunA17_Chr1g0164021	Medtr7g021690.1
MtrunA17_Chr1g0181941	Medtr1g067290.1
MtrunA17_Chr4g0041981	Medtr4g081290.1
MtrunA17_Chr1g0167301	Medtr1g042510.1
MtrunA17_Chr1g0195151	Medtr1g087920.1
MtrunA17_Chr8g0353001	Medtr8g038815.1
MtrunA17_Chr5g0440861	Medtr5g088270.1
MtrunA17_Chr1g0191521	Medtr1g082430.1
MtrunA17_Chr7g0263571	Medtr7g100570.1
MtrunA17_Chr5g0445501	Medtr5g094620.1
MtrunA17_Chr1g0178231	MT4Noble_003538.1
MtrunA17_Chr7g0242031	Medtr5g060770.1
MtrunA17_Chr8g0341351	Medtr8g015340.1
MtrunA17_Chr8g0344061	Medtr8g020780.1
MtrunA17_Chr7g0253991	Medtr7g086470.1
MtrunA17_Chr1g0181131	Medtr1g064260.1
MtrunA17_Chr3g0112051	Medtr3g068000.1
MtrunA17_Chr1g0170651	Medtr1g048950.1
MtrunA17_Chr8g0390001	Medtr8g102650.1
MtrunA17_Chr1g0154341	Medtr1g021632.1
MtrunA17_Chr5g0431051	Medtr5g072340.1
MtrunA17_Chr5g0434971	Medtr5g079460.1
MtrunA17_Chr3g0113741	Medtr3g071080.1
MtrunA17_Chr4g0067331	Medtr4g119860.1
MtrunA17_Chr3g0134111	Medtr3g102010.1
MtrunA17_Chr2g0296701	Medtr2g437940.1
MtrunA17_Chr3g0128261	Medtr6g051405.1
MtrunA17_Chr7g0222001	Medtr7g021760.1
MtrunA17_Chr3g0104021	Medtr3g462720.1
MtrunA17_Chr7g0240781	Medtr0027s0180.1
MtrunA17_Chr2g0322761	Medtr2g088590.1
MtrunA17_Chr4g0023931	Medtr7g037720.1
MtrunA17_Chr1g0205641	Medtr1g104700.1
MtrunA17_Chr5g0401551	Medtr5g016190.1
MtrunA17_Chr5g0434211	Medtr5g077560.1
MtrunA17_CPg0492781	Medtr8g045210.1
MtrunA17_Chr6g0450851	Medtr6g007210.1
MtrunA17_Chr2g0331901	Medtr2g102180.1
MtrunA17_Chr1g0157621	Medtr1g026770.1
MtrunA17_Chr4g0032641	Medtr4g065390.1
MtrunA17_Chr7g0232021	Medtr7g045000.1
MtrunA17_Chr7g0237451	Medtr7g058710.1
MtrunA17_Chr1g0155111	Medtr1g022235.1
MtrunA17_Chr4g0038391	Medtr4g075250.1
MtrunA17_Chr4g0032401	Medtr4g065017.1
MtrunA17_Chr6g0467411	Medtr6g043960.1
MtrunA17_Chr7g0226141	Medtr4g043560.1
MtrunA17_Chr2g0318821	Medtr2g081490.1
MtrunA17_Chr8g0362581	Medtr8g469010.1
MtrunA17_Chr1g0153581	Medtr1g019640.1
MtrunA17_Chr7g0236881	Medtr7g057170.1
MtrunA17_Chr4g0029861	Medtr7g034450.1
MtrunA17_Chr8g0390071	Medtr8g102760.1
MtrunA17_Chr3g0136071	Medtr3g104820.1
MtrunA17_Chr7g0268261	Medtr1g116957.1
MtrunA17_Chr3g0113321	Medtr3g070380.1
MtrunA17_Chr8g0376161	MT35v5_contig_115389_1.1
MtrunA17_Chr4g0060381	Medtr4g108140.1
MtrunA17_Chr3g0105181	Medtr3g464370.1
MtrunA17_Chr4g0077091	Medtr4g134880.1
MtrunA17_Chr1g0158171	Medtr1g027490.1
MtrunA17_Chr1g0158361	Medtr1g027740.1
MtrunA17_Chr4g0001221	Medtr4g006730.1
MtrunA17_Chr2g0321871	Medtr2g087160.1
MtrunA17_Chr4g0038561	Medtr4g075540.1
MtrunA17_Chr4g0062361	MT35v5_Medtr4g112040.1
MtrunA17_Chr5g0428981	Medtr5g069000.1
MtrunA17_Chr1g0176531	Medtr1g055035.1
MtrunA17_Chr4g0039541	Medtr4g077570.1
MtrunA17_Chr4g0018811	Medtr4g036715.1
MtrunA17_Chr7g0252461	Medtr7g084560.1
MtrunA17_Chr1g0172981	Medtr4g008800.1
MtrunA17_Chr1g0181091	Medtr1g064090.1
MtrunA17_Chr6g0476981	Medtr6g059330.1
MtrunA17_Chr7g0251841	Medtr7g083640.1
MtrunA17_Chr3g0114291	Medtr3g072030.1
MtrunA17_Chr7g0262701	Medtr7g099550.1
MtrunA17_Chr3g0125551	Medtr3g088810.1
MtrunA17_Chr8g0380141	Medtr8g088020.1
MtrunA17_Chr8g0379081	Medtr8g086360.1
MtrunA17_Chr5g0410081	Medtr5g027970.1
MtrunA17_Chr7g0257561	Medtr7g091590.1
MtrunA17_Chr4g0005651	Medtr4g014630.1
MtrunA17_Chr4g0008061	Medtr4g018750.1
MtrunA17_Chr1g0170791	Medtr1g049180.1
MtrunA17_Chr5g0447091	Medtr5g096670.1
MtrunA17_Chr7g0259511	Medtr7g094500.1
MtrunA17_Chr1g0162071	Medtr1g033560.1
MtrunA17_Chr4g0046461	Medtr4g088265.1
MtrunA17_Chr8g0352171	Medtr8g037175.1
MtrunA17_Chr3g0100001	Medtr3g054150.1
MtrunA17_Chr7g0271581	Medtr7g111850.1
MtrunA17_Chr8g0375551	MT35v5_contig_62144_1.1
MtrunA17_Chr1g0211791	Medtr1g114200.1
MtrunA17_Chr4g0044251	Medtr4g084940.1
MtrunA17_Chr5g0399061	Medtr5g012270.1
MtrunA17_Chr2g0278351	Medtr2g007790.1
MtrunA17_Chr1g0204161	Medtr1g102035.1
MtrunA17_Chr3g0126661	Medtr3g091270.1
MtrunA17_Chr4g0067411	Medtr4g119970.1
MtrunA17_Chr2g0330821	Medtr2g100670.1
MtrunA17_Chr3g0133011	Medtr3g100420.1
MtrunA17_Chr8g0336461	Medtr8g008680.5
MtrunA17_Chr8g0386021	Medtr8g096340.1
MtrunA17_Chr5g0409791	Medtr5g027500.1
MtrunA17_Chr4g0064221	Medtr4g115160.2
MtrunA17_Chr3g0105621	Medtr3g464950.1
MtrunA17_Chr7g0251151	Medtr7g082570.1
MtrunA17_Chr1g0187721	Medtr1g076110.1
MtrunA17_Chr8g0365991	Medtr8g065650.1
MtrunA17_Chr8g0390171	Medtr8g102900.1
MtrunA17_Chr4g0070851	Medtr4g125800.2
MtrunA17_Chr7g0248221	Medtr7g078300.1
MtrunA17_Chr3g0144481	Medtr3g116450.1
MtrunA17_Chr3g0084201	Medtr3g019150.1
MtrunA17_Chr5g0447571	Medtr5g097300.1
MtrunA17_Chr4g0041151	Medtr4g079960.3
MtrunA17_Chr4g0062651	Medtr0268s0020.1
MtrunA17_Chr1g0146351	Medtr1g007190.1
MtrunA17_Chr0c31g0494131	Medtr4g127310.1
MtrunA17_Chr7g0222831	Medtr7g023560.1
MtrunA17_Chr8g0343651	Medtr8g020310.1
MtrunA17_Chr4g0047061	Medtr4g088625.1
MtrunA17_Chr5g0411621	Medtr5g030910.1
MtrunA17_Chr1g0193951	Medtr1g086000.1
MtrunA17_Chr6g0481311	Medtr6g081020.1
MtrunA17_Chr8g0346711	Medtr8g027440.1
MtrunA17_Chr6g0468861	Medtr6g048610.1
MtrunA17_Chr2g0300561	Medtr2g041550.1
MtrunA17_Chr3g0128481	Medtr3g093560.1
MtrunA17_Chr4g0007211	Medtr4g017370.1
MtrunA17_Chr3g0091341	Medtr3g437340.1
MtrunA17_Chr2g0283141	Medtr2g015000.1
MtrunA17_Chr1g0163701	Medtr1g036590.1
MtrunA17_Chr3g0110881	Medtr3g065840.1
MtrunA17_Chr6g0462391	Medtr6g033505.1
MtrunA17_Chr7g0218611	Medtr7g012860.1
MtrunA17_Chr3g0078421	Medtr3g007330.1
MtrunA17_Chr4g0013251	Medtr4g029350.1
MtrunA17_Chr3g0118491	Medtr3g079240.1
MtrunA17_Chr6g0457411	Medtr6g017315.1
MtrunA17_Chr6g0453061	Medtr6g011700.1
MtrunA17_Chr2g0327001	Medtr2g095030.2
MtrunA17_Chr5g0425491	Medtr5g062610.1
MtrunA17_Chr5g0437231	Medtr5g082770.1
MtrunA17_Chr2g0284811	Medtr2g017785.1
MtrunA17_Chr6g0455011	Medtr6g015575.1
MtrunA17_Chr3g0117521	Medtr3g077670.1
MtrunA17_Chr1g0195541	Medtr1g088510.1
MtrunA17_Chr4g0032241	Medtr4g064923.1
MtrunA17_Chr4g0062101	Medtr4g112570.1
MtrunA17_Chr4g0026781	Medtr4g054230.1
MtrunA17_Chr4g0040841	Medtr4g079430.2
MtrunA17_Chr3g0103111	Medtr3g061150.1
MtrunA17_Chr7g0263311	Medtr7g100170.1
MtrunA17_Chr4g0025241	Medtr4g050060.1
MtrunA17_Chr4g0045871	Medtr4g087690.1
MtrunA17_Chr8g0376391	MT35v5_contig_54560_1.1
MtrunA17_Chr1g0148111	MT4Noble_000237.1
MtrunA17_Chr2g0330171	Medtr2g099990.1
MtrunA17_Chr2g0310831	Medtr0036s0110.1
MtrunA17_Chr5g0393631	Medtr5g004970.1
MtrunA17_Chr1g0193671	Medtr1g085500.1
MtrunA17_Chr1g0182001	Medtr1g067400.1
MtrunA17_Chr3g0138381	Medtr3g107930.1
MtrunA17_Chr7g0230741	Medtr0092s0090.1
MtrunA17_Chr7g0268081	Medtr0699s0010.1
MtrunA17_Chr1g0165521	Medtr1g040073.1
MtrunA17_Chr6g0464601	Medtr6g037700.1
MtrunA17_Chr1g0202451	Medtr1g099590.1
MtrunA17_CPg0492811	Medtr4g050840.1
MtrunA17_Chr4g0061371	Medtr4g109450.1
MtrunA17_Chr7g0273741	Medtr7g114500.1
MtrunA17_Chr8g0391661	Medtr8g105190.1
MtrunA17_Chr4g0067741	Medtr4g120450.1
MtrunA17_Chr5g0416371	Medtr5g038970.1
MtrunA17_Chr1g0167261	Medtr0543s0020.1
MtrunA17_Chr4g0015821	Medtr4g034690.1
MtrunA17_Chr4g0043751	Medtr4g084140.1
MtrunA17_Chr6g0463891	Medtr6g035295.1
MtrunA17_Chr5g0414321	Medtr5g035560.1
MtrunA17_Chr2g0283681	Medtr2g015860.1
MtrunA17_Chr1g0171801	Medtr1g051125.1
MtrunA17_Chr4g0057351	Medtr4g102870.1
MtrunA17_Chr6g0463761	Medtr6g035065.1
MtrunA17_Chr7g0249781	Medtr7g080750.1
MtrunA17_Chr3g0124761	Medtr3g088110.1
MtrunA17_Chr3g0084481	MT35v5_Medtr3g047520.1
MtrunA17_Chr7g0262861	Medtr7g022290.1
MtrunA17_Chr1g0178851	Medtr1g060380.1
MtrunA17_Chr8g0360741	Medtr8g464410.1
MtrunA17_Chr7g0259351	Medtr7g094260.1
MtrunA17_Chr7g0219511	Medtr7g015130.1
MtrunA17_Chr2g0279651	Medtr2g009660.1
MtrunA17_Chr1g0162581	Medtr1g034330.1
MtrunA17_Chr3g0127161	Medtr3g491900.1
MtrunA17_Chr7g0252801	Medtr7g085020.1
MtrunA17_Chr2g0284191	Medtr6g040210.1
MtrunA17_Chr4g0029761	Medtr4g060600.1
MtrunA17_Chr3g0144101	Medtr3g115880.1
MtrunA17_Chr3g0114671	Medtr3g072470.1
MtrunA17_Chr8g0377031	Medtr8g080150.1
MtrunA17_Chr1g0173181	Medtr1g053160.1
MtrunA17_Chr6g0456941	Medtr6g017000.1
MtrunA17_Chr3g0104481	Medtr3g463370.1
MtrunA17_Chr1g0190971	Medtr1g081420.1
MtrunA17_Chr5g0442051	Medtr5g089960.1
MtrunA17_Chr2g0278901	Medtr2g008410.1
MtrunA17_Chr6g0455541	Medtr6g015995.1
MtrunA17_Chr1g0184041	Medtr1g070020.1
MtrunA17_Chr6g0466631	Medtr6g039820.1
MtrunA17_Chr8g0353921	Medtr8g040820.1
MtrunA17_Chr4g0029731	Medtr4g060580.1
MtrunA17_Chr5g0401231	Medtr5g015600.1
MtrunA17_Chr4g0050631	Medtr4g094292.1
MtrunA17_Chr1g0201321	Medtr1g098030.1
MtrunA17_Chr7g0274111	Medtr7g115050.1
MtrunA17_Chr3g0120651	Medtr3g082430.1
MtrunA17_Chr7g0239321	Medtr7g062940.1
MtrunA17_Chr4g0011661	Medtr4g025470.1
MtrunA17_Chr3g0139801	Medtr3g110058.1
MtrunA17_Chr3g0094861	Medtr3g436010.1
MtrunA17_Chr4g0055001	Medtr4g098890.1
MtrunA17_Chr6g0459811	Medtr6g024180.1
MtrunA17_Chr7g0250621	Medtr7g081655.1
MtrunA17_Chr2g0280841	Medtr2g011340.1
MtrunA17_Chr3g0102541	Medtr3g060240.1
MtrunA17_Chr7g0214191	Medtr7g405730.1
MtrunA17_Chr1g0156821	Medtr1g025560.1
MtrunA17_Chr2g0311011	Medtr3g005430.1
MtrunA17_Chr5g0405501	Medtr5g022180.1
MtrunA17_Chr5g0397761	Medtr5g010560.1
MtrunA17_Chr7g0274771	Medtr7g116260.1
MtrunA17_Chr6g0465261	Medtr6g038980.1
MtrunA17_Chr4g0057701	Medtr4g103720.1
MtrunA17_Chr5g0405891	Medtr5g022730.1
MtrunA17_Chr5g0437071	Medtr5g082610.1
MtrunA17_Chr5g0424281	Medtr5g459350.1
MtrunA17_Chr4g0005831	Medtr4g014960.1
MtrunA17_Chr4g0021941	Medtr4g038310.1
MtrunA17_Chr5g0423731	Medtr5g057790.1
MtrunA17_Chr8g0341431	Medtr8g015470.1
MtrunA17_Chr6g0484911	Medtr6g085050.1
MtrunA17_Chr1g0212261	MT35v5_Medtr4g021460.1
MtrunA17_Chr8g0350971	Medtr8g033090.1
MtrunA17_Chr2g0324251	Medtr2g090290.1
MtrunA17_Chr2g0299001	Medtr2g038510.1
MtrunA17_Chr4g0003001	Medtr4g009760.1
MtrunA17_Chr2g0323261	Medtr2g089300.1
MtrunA17_Chr3g0141661	Medtr3g111950.1
MtrunA17_Chr7g0276101	Medtr7g118010.1
MtrunA17_Chr2g0307481	Medtr2g055910.1
MtrunA17_Chr4g0034641	Medtr4g069390.1
MtrunA17_Chr2g0332881	Medtr2g103520.1
MtrunA17_Chr8g0365811	Medtr8g064870.1
MtrunA17_Chr7g0262811	Medtr7g099670.1
MtrunA17_Chr5g0424371	Medtr5g059420.1
MtrunA17_Chr7g0243691	Medtr7g070660.1
MtrunA17_Chr6g0466691	Medtr6g042030.1
MtrunA17_Chr7g0273921	Medtr7g114850.1
MtrunA17_Chr5g0393651	Medtr5g005200.1
MtrunA17_Chr4g0041971	Medtr4g081290.1
MtrunA17_Chr7g0262041	Medtr7g098430.1
MtrunA17_Chr7g0241101	Medtr7g066210.1
MtrunA17_Chr2g0331391	Medtr2g101480.1
MtrunA17_Chr3g0134301	Medtr3g102420.1
MtrunA17_Chr1g0169151	Medtr7g075000.1
MtrunA17_Chr7g0244411	Medtr7g072410.1
MtrunA17_Chr6g0461151	Medtr6g028050.1
MtrunA17_Chr6g0458351	Medtr6g022190.1
MtrunA17_Chr4g0003031	Medtr4g009870.1
MtrunA17_Chr8g0363451	Medtr8g470840.1
MtrunA17_Chr3g0141911	Medtr3g112270.1
MtrunA17_Chr6g0460611	Medtr6g027290.1
MtrunA17_Chr1g0179351	Medtr1g061230.1
MtrunA17_Chr7g0240141	Medtr7g064160.1
MtrunA17_Chr3g0110381	Medtr3g065480.1
MtrunA17_Chr2g0326471	Medtr2g094040.1
MtrunA17_Chr7g0237811	Medtr7g059255.1
MtrunA17_Chr8g0384171	Medtr8g093550.1
MtrunA17_Chr3g0106791	Medtr3g466010.1
MtrunA17_Chr7g0234451	Medtr7g052690.1
MtrunA17_Chr2g0282541	Medtr2g014220.1
MtrunA17_Chr7g0262101	Medtr7g098540.1
MtrunA17_Chr5g0404501	Medtr5g020760.1
MtrunA17_Chr4g0029261	Medtr4g059620.1
MtrunA17_Chr3g0134421	Medtr3g102530.1
MtrunA17_Chr4g0043341	Medtr4g083380.1
MtrunA17_Chr8g0391071	Medtr8g104270.1
MtrunA17_Chr5g0446391	Medtr5g095630.1
MtrunA17_Chr5g0424951	Medtr5g061275.1
MtrunA17_Chr6g0470291	Medtr7g007440.1
MtrunA17_Chr2g0333531	Medtr2g104470.1
MtrunA17_Chr4g0061691	Medtr4g109830.1
MtrunA17_Chr1g0186021	Medtr1g073130.1
MtrunA17_Chr6g0485311	Medtr6g086340.1
MtrunA17_Chr6g0461091	Medtr6g027890.1
MtrunA17_Chr8g0379781	Medtr8g087630.1
MtrunA17_Chr7g0237361	Medtr3g044860.1
MtrunA17_Chr6g0464671	Medtr6g037880.1
MtrunA17_Chr1g0187211	Medtr1g075400.1
MtrunA17_Chr2g0314701	Medtr2g073390.1
MtrunA17_Chr4g0061261	Medtr4g109290.1
MtrunA17_Chr4g0020591	Medtr0005s0110.1
MtrunA17_Chr1g0204691	Medtr1g102810.1
MtrunA17_Chr3g0137451	Medtr3g106630.1
MtrunA17_Chr5g0438801	Medtr5g085070.1
MtrunA17_Chr4g0007081	Medtr4g017240.1
MtrunA17_Chr4g0048601	Medtr4g091590.1
MtrunA17_Chr5g0398931	Medtr5g012050.1
MtrunA17_Chr7g0227421	Medtr7g033740.1
MtrunA17_Chr8g0368681	Medtr8g069915.1
MtrunA17_Chr2g0301071	Medtr2g042710.1
MtrunA17_Chr4g0054361	Medtr4g097530.1
MtrunA17_Chr4g0046711	Medtr4g088430.1
MtrunA17_Chr6g0464161	Medtr6g036790.1
MtrunA17_Chr1g0203451	Medtr1g100673.1
MtrunA17_Chr2g0332471	Medtr0459s0020.1
MtrunA17_Chr8g0374591	Medtr8g079620.1
MtrunA17_Chr1g0170601	Medtr1g048880.1
MtrunA17_Chr1g0161021	Medtr1g031910.1
MtrunA17_Chr8g0350391	Medtr8g432680.1
MtrunA17_Chr3g0098851	Medtr3g051570.1
MtrunA17_Chr3g0086961	Medtr3g026050.1
MtrunA17_Chr4g0066651	Medtr4g118720.1
MtrunA17_Chr5g0406781	Medtr5g023870.1
MtrunA17_Chr1g0209561	MT35v5_Medtr1g110320.1
MtrunA17_Chr2g0306971	Medtr2g054440.1
MtrunA17_Chr0c04g0492021	Medtr3g102420.1
MtrunA17_Chr1g0161031	Medtr1g031930.1
MtrunA17_Chr3g0112501	Medtr3g069190.1
MtrunA17_Chr6g0485561	Medtr6g087520.1
MtrunA17_Chr4g0055931	Medtr4g100630.1
MtrunA17_Chr4g0016821	Medtr0002s0690.1
MtrunA17_Chr8g0368891	Medtr8g070060.1
MtrunA17_Chr8g0341401	Medtr0275s0040.1
MtrunA17_Chr3g0083511	Medtr3g017440.1
MtrunA17_Chr5g0411601	Medtr5g030890.1
MtrunA17_Chr1g0170211	Medtr1g048370.1
MtrunA17_Chr6g0452501	Medtr6g009610.1
MtrunA17_Chr8g0376131	MT35v5_contig_52791_1.1
MtrunA17_Chr2g0300741	Medtr2g042010.1
MtrunA17_Chr6g0483131	Medtr6g080430.1
MtrunA17_Chr4g0036041	Medtr4g072050.1
MtrunA17_Chr3g0145941	Medtr3g118320.1
MtrunA17_Chr5g0415731	Medtr5g037880.1
MtrunA17_Chr7g0214271	Medtr7g405830.1
MtrunA17_Chr2g0302911	MT4Noble_000778.1
MtrunA17_Chr5g0407201	MT4Noble_016575.1
MtrunA17_Chr2g0290731	Medtr2g027390.1
MtrunA17_Chr4g0017231	Medtr4g035170.1
MtrunA17_Chr6g0466831	Medtr6g042310.1
MtrunA17_Chr8g0392801	Medtr8g106955.1
MtrunA17_Chr5g0442881	Medtr5g091100.1
MtrunA17_Chr4g0049391	Medtr4g092790.1
MtrunA17_Chr8g0387331	Medtr8g098815.1
MtrunA17_Chr4g0037311	Medtr4g073700.1
MtrunA17_Chr8g0363751	Medtr8g061950.1
MtrunA17_Chr2g0333541	Medtr2g104650.1
MtrunA17_Chr4g0056911	Medtr4g102190.1
MtrunA17_Chr4g0071381	Medtr4g126940.1
MtrunA17_Chr1g0192071	Medtr1g083190.1
MtrunA17_Chr5g0437031	Medtr5g082570.1
MtrunA17_Chr3g0103881	Medtr3g462510.1
MtrunA17_Chr6g0474851	Medtr6g055960.1
MtrunA17_Chr2g0290041	Medtr2g426090.1
MtrunA17_Chr5g0438511	Medtr5g084570.1
MtrunA17_Chr6g0465281	Medtr6g039110.1
MtrunA17_Chr8g0380741	Medtr8g088880.1
MtrunA17_Chr1g0154391	Medtr1g021652.1
MtrunA17_Chr1g0157791	Medtr1g026990.1
MtrunA17_Chr1g0153591	Medtr1g019650.1
MtrunA17_Chr7g0256011	Medtr7g089490.1
MtrunA17_Chr4g0066121	Medtr4g117880.1
MtrunA17_Chr3g0077341	MT4Noble_037526.1
MtrunA17_Chr7g0255091	Medtr7g088250.1
MtrunA17_Chr3g0136691	MT4Noble_029504.1
MtrunA17_Chr7g0266051	Medtr7g104200.1
MtrunA17_Chr2g0319451	MT35v5_contig_65390_1.1
MtrunA17_Chr6g0457491	Medtr6g018330.1
MtrunA17_Chr2g0331861	Medtr2g102080.1
MtrunA17_Chr3g0139001	Medtr3g108900.1
MtrunA17_Chr3g0133781	Medtr3g101510.1
MtrunA17_Chr8g0354311	Medtr8g041670.1
MtrunA17_Chr3g0128251	Medtr3g093180.1
MtrunA17_Chr3g0141681	Medtr3g111980.1
MtrunA17_Chr8g0385221	Medtr8g095220.1
MtrunA17_Chr4g0074841	Medtr4g132090.1
MtrunA17_Chr7g0215341	Medtr7g007090.1
MtrunA17_Chr2g0297601	Medtr2g438560.1
MtrunA17_Chr4g0015041	Medtr4g036240.1
MtrunA17_Chr7g0272891	Medtr7g113540.1
MtrunA17_Chr4g0043601	Medtr4g083980.1
MtrunA17_Chr2g0315421	Medtr2g075770.1
MtrunA17_Chr1g0204181	Medtr1g102070.1
MtrunA17_Chr3g0141341	Medtr3g111620.1
MtrunA17_Chr2g0332901	Medtr2g103550.1
MtrunA17_Chr2g0307721	Medtr2g058450.1
MtrunA17_Chr5g0417911	Medtr5g042300.1
MtrunA17_Chr1g0180241	Medtr1g062710.1
MtrunA17_Chr2g0289021	Medtr2g024120.1
MtrunA17_Chr2g0331301	Medtr2g101390.1
MtrunA17_Chr3g0129871	Medtr3g095830.1
MtrunA17_Chr4g0019121	MT4Noble_012874.1
MtrunA17_Chr7g0266801	Medtr7g105350.1
MtrunA17_Chr8g0356781	Medtr0590s0010.1
MtrunA17_Chr3g0134191	Medtr3g102170.1
MtrunA17_Chr2g0295271	Medtr2g081620.1
MtrunA17_Chr4g0056091	Medtr4g100860.1
MtrunA17_Chr1g0161921	Medtr1g033360.1
MtrunA17_Chr3g0136501	Medtr3g105430.1
MtrunA17_Chr2g0285921	Medtr2g019360.1
MtrunA17_Chr2g0287491	Medtr2g021770.1
MtrunA17_Chr5g0399961	Medtr5g013600.1
MtrunA17_Chr8g0359831	MT4Noble_051119.1
MtrunA17_Chr2g0311191	Medtr2g067240.1
MtrunA17_Chr6g0478621	Medtr6g470960.1
MtrunA17_Chr1g0170581	Medtr1g048720.1
MtrunA17_Chr8g0350151	Medtr8g032360.1
MtrunA17_Chr4g0000731	Medtr5g015855.1
MtrunA17_Chr7g0223051	Medtr7g024140.1
MtrunA17_Chr3g0088231	Medtr5g057040.1
MtrunA17_Chr5g0429911	Medtr1g025320.4
MtrunA17_Chr1g0192921	Medtr1g084200.1
MtrunA17_Chr3g0091251	Medtr3g036430.1
MtrunA17_Chr3g0119291	Medtr3g080100.1
MtrunA17_Chr1g0184981	Medtr1g071130.1
MtrunA17_Chr4g0006531	MT4Noble_029355.1
MtrunA17_Chr4g0072241	Medtr4g127870.1
MtrunA17_Chr5g0446261	Medtr5g095460.1
MtrunA17_Chr4g0005311	Medtr4g014260.1
MtrunA17_Chr6g0469681	Medtr6g051690.1
MtrunA17_Chr4g0027691	Medtr4g056430.1
MtrunA17_Chr3g0082391	Medtr3g014510.1
MtrunA17_Chr4g0026171	MT4Noble_024486.1
MtrunA17_Chr5g0447981	Medtr5g097970.1
MtrunA17_Chr6g0472461	Medtr0020s0130.1
MtrunA17_Chr3g0087721	Medtr3g027430.1
MtrunA17_Chr5g0414001	Medtr5g035040.1
MtrunA17_Chr7g0273781	Medtr7g114550.1
MtrunA17_Chr4g0043531	Medtr4g083780.1
