locus_tag	ftype	length_bp	gene	EC_number	COG	product
USDA1021_06268	CDS	825	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
USDA1021_06269	CDS	921				hypothetical protein
USDA1021_06270	CDS	1191	ampC	3.5.2.6		Beta-lactamase
USDA1021_06271	CDS	300				hypothetical protein
USDA1021_06272	CDS	1050	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
USDA1021_06273	CDS	1029	apsD_1	1.1.1.-		D-apiose dehydrogenase
USDA1021_06274	CDS	903				hypothetical protein
USDA1021_06275	CDS	1233	cycB_2		COG2182	Cyclodextrin-binding protein
USDA1021_06276	CDS	903	melD_5		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
USDA1021_06277	CDS	828	dasC_5		COG0395	Diacetylchitobiose uptake system permease protein DasC
USDA1021_06278	CDS	1152	sugC_4	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
USDA1021_06279	CDS	474				IS630 family transposase ISRm2011-2
USDA1021_06280	CDS	408				hypothetical protein
USDA1021_06281	CDS	735	nanR_4		COG2186	HTH-type transcriptional repressor NanR
USDA1021_06282	CDS	969	yjfF			Inner membrane ABC transporter permease protein YjfF
USDA1021_06283	CDS	1026	ytfT			Inner membrane ABC transporter permease protein YtfT
USDA1021_06284	CDS	1518	fruK	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
USDA1021_06285	CDS	963	ytfQ_1			ABC transporter periplasmic-binding protein YtfQ
USDA1021_06286	CDS	1047	gshB_2	6.3.2.3	COG0189	Glutathione synthetase
USDA1021_06287	CDS	1887				hypothetical protein
USDA1021_06288	CDS	858				hypothetical protein
USDA1021_06289	CDS	213				hypothetical protein
USDA1021_06290	CDS	633				hypothetical protein
USDA1021_06291	CDS	1092	mshA_8	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
USDA1021_06292	CDS	447	yqaA		COG1238	Inner membrane protein YqaA
USDA1021_06293	CDS	444	hmrR_2			HTH-type transcriptional regulator HmrR
USDA1021_06294	CDS	2484	actP	7.2.2.9		Copper-transporting P-type ATPase
USDA1021_06295	CDS	222				hypothetical protein
USDA1021_06296	CDS	324				hypothetical protein
USDA1021_06297	CDS	366				hypothetical protein
USDA1021_06298	CDS	1206				hypothetical protein
USDA1021_06299	CDS	984				hypothetical protein
USDA1021_06300	CDS	1002				hypothetical protein
USDA1021_06301	CDS	627				hypothetical protein
USDA1021_06302	CDS	2037	stcD	1.-.-.-		putative N-methylproline demethylase
USDA1021_06303	CDS	600				hypothetical protein
USDA1021_06304	CDS	273				hypothetical protein
USDA1021_06305	CDS	315	groS5			10 kDa chaperonin 5
USDA1021_06306	CDS	1629	groL5_2			60 kDa chaperonin 5
USDA1021_06307	CDS	747				hypothetical protein
USDA1021_06308	CDS	537				hypothetical protein
USDA1021_06309	CDS	552				hypothetical protein
USDA1021_06310	CDS	699	ompR_3			Transcriptional regulatory protein OmpR
USDA1021_06311	CDS	1263	sasA_11	2.7.-.-		Adaptive-response sensory-kinase SasA
USDA1021_06312	CDS	891	rhaR_11			HTH-type transcriptional activator RhaR
USDA1021_06313	CDS	624	paoA_2	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
USDA1021_06314	CDS	978	paoB_2	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
USDA1021_06315	CDS	2226	paoC_2	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
USDA1021_06316	CDS	1782	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
USDA1021_06317	CDS	189				hypothetical protein
USDA1021_06318	CDS	594				hypothetical protein
USDA1021_06319	CDS	315				hypothetical protein
USDA1021_06320	CDS	588				hypothetical protein
USDA1021_06321	CDS	1215				hypothetical protein
USDA1021_06322	CDS	912		2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
USDA1021_06323	CDS	6867				hypothetical protein
USDA1021_06324	CDS	1152				hypothetical protein
USDA1021_06325	CDS	783	btsR		COG3279	Transcriptional regulatory protein BtsR
USDA1021_06326	CDS	399				hypothetical protein
USDA1021_06327	CDS	3339				hypothetical protein
USDA1021_06328	CDS	2043				hypothetical protein
USDA1021_06329	CDS	1164	btuD_15	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
USDA1021_06330	CDS	1023			COG1840	putative protein
USDA1021_06331	CDS	1458	phnY	1.2.1.-		Phosphonoacetaldehyde dehydrogenase
USDA1021_06332	CDS	1275	phnA	3.11.1.2		Phosphonoacetate hydrolase
USDA1021_06333	CDS	1197	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
USDA1021_06334	CDS	1671				hypothetical protein
USDA1021_06335	CDS	870	cmpR_3			HTH-type transcriptional activator CmpR
USDA1021_06336	CDS	2478	abo_5	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
USDA1021_06337	CDS	837	glpR_4		COG1349	Glycerol-3-phosphate regulon repressor
USDA1021_06338	CDS	993	pta_3	2.3.1.8	COG0280	Phosphate acetyltransferase
USDA1021_06339	CDS	1038				hypothetical protein
USDA1021_06340	CDS	1539	xsc_3	2.3.3.15	COG0028	Sulfoacetaldehyde acetyltransferase
USDA1021_06341	CDS	1401	puuB_6	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
USDA1021_06342	CDS	387				hypothetical protein
USDA1021_06343	CDS	828	ssuC_4		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
USDA1021_06344	CDS	813	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
USDA1021_06345	CDS	1020	tauA		COG4521	Taurine-binding periplasmic protein
USDA1021_06346	CDS	1476	tauR		COG1167	HTH-type transcriptional regulator TauR
USDA1021_06347	CDS	936	rhaS_5			HTH-type transcriptional activator RhaS
USDA1021_06348	CDS	744				hypothetical protein
USDA1021_06349	CDS	885	fabG_16	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
USDA1021_06350	CDS	522				hypothetical protein
USDA1021_06351	CDS	960				hypothetical protein
USDA1021_06352	CDS	375				hypothetical protein
USDA1021_06353	CDS	378				hypothetical protein
USDA1021_06354	CDS	891	rbsB_7		COG1879	Ribose import binding protein RbsB
USDA1021_06355	CDS	1512	rbsA_12	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
USDA1021_06356	CDS	963	rbsC_20		COG1172	Ribose import permease protein RbsC
USDA1021_06357	CDS	942		2.7.1.101	COG0524	Tagatose kinase
USDA1021_06358	CDS	1281		5.1.3.40	COG4573	D-tagatose 6-phosphate 4-epimerase
USDA1021_06359	CDS	1092	rbsR		COG1609	Ribose operon repressor
USDA1021_06360	CDS	372				hypothetical protein
USDA1021_06361	CDS	2523				hypothetical protein
USDA1021_06362	CDS	1074				hypothetical protein
USDA1021_06363	CDS	984	ctaC_2	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
USDA1021_06364	CDS	1125				hypothetical protein
USDA1021_06365	CDS	582				hypothetical protein
USDA1021_06366	CDS	453				hypothetical protein
USDA1021_06367	CDS	1554				hypothetical protein
USDA1021_06368	CDS	987				hypothetical protein
USDA1021_06369	CDS	441				hypothetical protein
USDA1021_06370	CDS	501				hypothetical protein
USDA1021_06371	CDS	912	dmlR_15			HTH-type transcriptional regulator DmlR
USDA1021_06372	CDS	642	ycaC_4	4.-.-.-	COG1335	putative hydrolase YcaC
USDA1021_06373	CDS	519				hypothetical protein
USDA1021_06374	CDS	993				hypothetical protein
USDA1021_06375	CDS	1020	afr_2	1.1.1.292		1,5-anhydro-D-fructose reductase
USDA1021_06376	CDS	1410	uxaC	5.3.1.12	COG1904	Uronate isomerase
USDA1021_06377	CDS	978			COG1638	Solute-binding protein
USDA1021_06378	CDS	561				hypothetical protein
USDA1021_06379	CDS	1284	dctM_6		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
USDA1021_06380	CDS	750	lutR_9		COG2186	HTH-type transcriptional regulator LutR
USDA1021_06381	CDS	849	kduI	5.3.1.17		4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
USDA1021_06382	CDS	765	kduD_4	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
USDA1021_06383	CDS	339				hypothetical protein
USDA1021_06384	CDS	1113	cytR_5		COG1609	HTH-type transcriptional repressor CytR
USDA1021_06385	CDS	984	ytfQ_2			ABC transporter periplasmic-binding protein YtfQ
USDA1021_06386	CDS	1494	rbsA_13	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
USDA1021_06387	CDS	1005	rbsC_21		COG1172	Ribose import permease protein RbsC
USDA1021_06388	CDS	993	rbsC_22		COG1172	Ribose import permease protein RbsC
USDA1021_06389	CDS	849				hypothetical protein
USDA1021_06390	CDS	2283	paoC_3	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
USDA1021_06391	CDS	987	paoB_3	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
USDA1021_06392	CDS	663	paoA_3	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
USDA1021_06393	CDS	885	rhaS_6			HTH-type transcriptional activator RhaS
USDA1021_06394	CDS	1080			COG0628	Putative transport protein
USDA1021_06395	CDS	750				hypothetical protein
USDA1021_06396	CDS	360				hypothetical protein
USDA1021_06397	CDS	498				hypothetical protein
USDA1021_06398	CDS	288				hypothetical protein
USDA1021_06399	CDS	210				hypothetical protein
USDA1021_06400	CDS	174				hypothetical protein
USDA1021_06401	CDS	819				hypothetical protein
USDA1021_06402	CDS	903	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
USDA1021_06403	CDS	1071	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
USDA1021_06404	CDS	564	rfbC_2	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
USDA1021_06405	CDS	882	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
USDA1021_06406	CDS	1011				hypothetical protein
USDA1021_06407	CDS	1173				hypothetical protein
USDA1021_06408	CDS	1179				hypothetical protein
USDA1021_06409	CDS	2682	mshA_9	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
USDA1021_06410	CDS	1428				hypothetical protein
USDA1021_06411	CDS	1254	mshA_10	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
USDA1021_06412	CDS	573				hypothetical protein
USDA1021_06413	CDS	1770	prsD_3			Type I secretion system ATP-binding protein PrsD
USDA1021_06414	CDS	1422	prsE_4			Type I secretion system membrane fusion protein PrsE
USDA1021_06415	CDS	660				hypothetical protein
USDA1021_06416	CDS	2250				hypothetical protein
USDA1021_06417	CDS	846				putative protein
USDA1021_06418	CDS	1257		2.4.1.11	COG0438	Glycogen synthase
USDA1021_06419	CDS	705				hypothetical protein
USDA1021_06420	CDS	2217				hypothetical protein
USDA1021_06421	CDS	1323	mshA_11	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
USDA1021_06422	CDS	978				hypothetical protein
USDA1021_06423	CDS	1590	sgrR_5			HTH-type transcriptional regulator SgrR
USDA1021_06424	CDS	675	gph_5	3.1.3.18		Phosphoglycolate phosphatase
USDA1021_06425	CDS	660	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
USDA1021_06426	CDS	381				hypothetical protein
USDA1021_06427	CDS	1731	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
USDA1021_06428	CDS	672	basR			Transcriptional regulatory protein BasR
USDA1021_06429	CDS	1350				hypothetical protein
USDA1021_06430	CDS	705	cecR		COG1309	HTH-type transcriptional dual regulator CecR
USDA1021_06431	CDS	1005				hypothetical protein
USDA1021_06432	CDS	1749	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
USDA1021_06433	CDS	1155	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
USDA1021_06434	CDS	1113	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
USDA1021_06435	CDS	603	mhqD_2	3.1.-.-	COG0400	Putative hydrolase MhqD
USDA1021_06436	CDS	933	mhqE	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqE
USDA1021_06437	CDS	1821	dctB_2	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
USDA1021_06438	CDS	1344	dctD_3			C4-dicarboxylate transport transcriptional regulatory protein DctD
USDA1021_06439	CDS	1602	yejF_3		COG4172	putative ABC transporter ATP-binding protein YejF
USDA1021_06440	CDS	1131				hypothetical protein
USDA1021_06441	CDS	924	oppB		COG0601	Oligopeptide transport system permease protein OppB
USDA1021_06442	CDS	1599	oppA_2		COG4166	Periplasmic oligopeptide-binding protein
USDA1021_06443	CDS	1044	fbaA	4.1.2.13		Fructose-bisphosphate aldolase class 2
USDA1021_06444	CDS	1794	btuD_16	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
USDA1021_06445	CDS	963				hypothetical protein
USDA1021_06446	CDS	1104	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
USDA1021_06447	CDS	1134	oatA_2	2.3.1.-		O-acetyltransferase OatA
USDA1021_06448	CDS	831				hypothetical protein
USDA1021_06449	CDS	1269	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
USDA1021_06450	CDS	1476	gabD_2	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
USDA1021_06451	CDS	1179	ackA_2	2.7.2.1	COG0282	Acetate kinase
USDA1021_06452	CDS	1890	htpG		COG0326	Chaperone protein HtpG
USDA1021_06453	CDS	1185	uctC	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
USDA1021_06454	CDS	1188	acdA_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
USDA1021_06455	CDS	954				hypothetical protein
USDA1021_06456	CDS	1128	dauA_2	1.4.99.6		FAD-dependent catabolic D-arginine dehydrogenase DauA
USDA1021_06457	CDS	1254	mtgB_5	2.1.1.-	COG5598	Glycine betaine methyltransferase
USDA1021_06458	CDS	840	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
USDA1021_06459	CDS	906	phnD2		COG3221	putative ABC transporter phosphonate/phosphite binding protein PhnD2
USDA1021_06460	CDS	963				hypothetical protein
USDA1021_06461	CDS	1518				hypothetical protein
USDA1021_06462	CDS	708				hypothetical protein
USDA1021_06463	CDS	1140	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
USDA1021_06464	CDS	588	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
USDA1021_06465	CDS	372				hypothetical protein
USDA1021_06466	CDS	1185	pbuE		COG2814	Purine efflux pump PbuE
USDA1021_06467	CDS	1362				hypothetical protein
USDA1021_06468	CDS	168				hypothetical protein
USDA1021_06469	CDS	1248	hutI	3.5.2.7	COG1228	Imidazolonepropionase
USDA1021_06470	CDS	1536	hutH_3	4.3.1.3		Histidine ammonia-lyase
USDA1021_06471	CDS	816				hypothetical protein
USDA1021_06472	CDS	1680	hutU	4.2.1.49	COG2987	Urocanate hydratase
USDA1021_06473	CDS	1215				hypothetical protein
USDA1021_06474	CDS	1434				hypothetical protein
USDA1021_06475	CDS	1920	exoI	3.2.1.52	COG3525	Beta-hexosaminidase
USDA1021_06476	CDS	777	fabG2_2	1.-.-.-		putative oxidoreductase
USDA1021_06477	CDS	864	hexR_2		COG1737	HTH-type transcriptional regulator HexR
USDA1021_06478	CDS	390	yabJ_4	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
USDA1021_06479	CDS	540				hypothetical protein
USDA1021_06480	CDS	1473				hypothetical protein
USDA1021_06481	CDS	408				hypothetical protein
USDA1021_06482	CDS	474				IS630 family transposase ISRm2011-2
USDA1021_06483	CDS	384				hypothetical protein
USDA1021_06484	CDS	501				hypothetical protein
USDA1021_06485	CDS	1134	malK_8	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
USDA1021_06486	CDS	1230	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
USDA1021_06487	CDS	858	ycjP_3		COG0395	Inner membrane ABC transporter permease protein YcjP
USDA1021_06488	CDS	885	dasB		COG1175	Diacetylchitobiose uptake system permease protein DasB
USDA1021_06489	CDS	1161	iolG_14	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
USDA1021_06490	CDS	738	yehW		COG1174	Glycine betaine uptake system permease protein YehW
USDA1021_06491	CDS	939	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
USDA1021_06492	CDS	1200	yehY		COG1174	Glycine betaine uptake system permease protein YehY
USDA1021_06493	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
USDA1021_06494	CDS	1374	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
USDA1021_06495	CDS	171				hypothetical protein
USDA1021_06496	CDS	795		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
USDA1021_06497	CDS	429				hypothetical protein
USDA1021_06498	CDS	456	fucU_2	5.1.3.29	COG4154	L-fucose mutarotase
USDA1021_06499	CDS	2385	betB_6	1.2.1.8		NAD/NADP-dependent betaine aldehyde dehydrogenase
USDA1021_06500	CDS	1005	deoC_2	4.1.2.4		Deoxyribose-phosphate aldolase
USDA1021_06501	CDS	792	deoR_3		COG1349	Deoxyribose operon repressor
USDA1021_06502	CDS	5448	yfhM		COG2373	Alpha-2-macroglobulin
USDA1021_06503	CDS	2139	mtgA_4	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
USDA1021_06504	CDS	306				hypothetical protein
USDA1021_06505	CDS	480	ibpA_3		COG0071	Small heat shock protein IbpA
USDA1021_06506	CDS	507				hypothetical protein
USDA1021_06507	CDS	1344	guaD_2	3.5.4.3	COG0402	Guanine deaminase
USDA1021_06508	CDS	1239				hypothetical protein
USDA1021_06509	CDS	948	dmlR_16			HTH-type transcriptional regulator DmlR
USDA1021_06510	CDS	981		1.3.1.103		2-haloacrylate reductase
USDA1021_06511	CDS	393				hypothetical protein
USDA1021_06512	CDS	858				hypothetical protein
USDA1021_06513	CDS	2370	hcrA_2	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit alpha
USDA1021_06514	CDS	1482				hypothetical protein
USDA1021_06515	CDS	372	pucM_2	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
USDA1021_06516	CDS	1416				hypothetical protein
USDA1021_06517	CDS	1047	alc	3.5.3.4		allantoicase
USDA1021_06518	CDS	408				hypothetical protein
USDA1021_06519	CDS	1293	adeP_2		COG2252	Adenine permease AdeP
USDA1021_06520	CDS	711	pyrE_2	2.4.2.10		Orotate phosphoribosyltransferase
USDA1021_06521	CDS	1170	hipO_4	3.5.1.32	COG1473	Hippurate hydrolase
USDA1021_06522	CDS	1782	ade2	3.5.4.2	COG1001	Adenine deaminase 2
USDA1021_06523	CDS	924	rihB_2	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
USDA1021_06524	CDS	1029	btuD_17	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
USDA1021_06525	CDS	780	ydcV_5			Inner membrane ABC transporter permease protein YdcV
USDA1021_06526	CDS	828				hypothetical protein
USDA1021_06527	CDS	1023				hypothetical protein
USDA1021_06528	CDS	363	purR_3			HTH-type transcriptional repressor PurR
USDA1021_06529	CDS	645	degA_2		COG1609	HTH-type transcriptional regulator DegA
USDA1021_06530	CDS	750				hypothetical protein
USDA1021_06531	CDS	465				hypothetical protein
USDA1021_06532	CDS	2712				hypothetical protein
USDA1021_06533	CDS	675				hypothetical protein
USDA1021_06534	CDS	1188	murG_2	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
USDA1021_06535	CDS	1248	mshA_12	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
USDA1021_06536	CDS	1215				hypothetical protein
USDA1021_06537	CDS	1176				hypothetical protein
USDA1021_06538	CDS	999	dppB_7		COG0601	Dipeptide transport system permease protein DppB
USDA1021_06539	CDS	1902	agpA_2			Periplasmic alpha-galactoside-binding protein
USDA1021_06540	CDS	1893	gsiA_14	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
USDA1021_06541	CDS	969				hypothetical protein
USDA1021_06542	CDS	1350				hypothetical protein
USDA1021_06543	CDS	1338	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
USDA1021_06544	CDS	1203				hypothetical protein
USDA1021_06545	CDS	831	rbn	3.1.26.11		Ribonuclease BN
USDA1021_06546	CDS	771				hypothetical protein
USDA1021_06547	CDS	1023	mshA_13	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
USDA1021_06548	CDS	2121				hypothetical protein
USDA1021_06549	CDS	1191	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
USDA1021_06550	CDS	843				hypothetical protein
USDA1021_06551	CDS	1191	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
USDA1021_06552	CDS	687	bshB1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
USDA1021_06553	CDS	693	epsL_2	2.-.-.-	COG2148	putative sugar transferase EpsL
USDA1021_06554	CDS	1251				hypothetical protein
USDA1021_06555	CDS	1353				hypothetical protein
USDA1021_06556	CDS	840				hypothetical protein
USDA1021_06557	CDS	1236	mshA_14	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
USDA1021_06558	CDS	1293				hypothetical protein
USDA1021_06559	CDS	1989				hypothetical protein
USDA1021_06560	CDS	1449				hypothetical protein
USDA1021_06561	CDS	927				hypothetical protein
USDA1021_06562	CDS	852				hypothetical protein
